,30-39,40-49,50-59,60-69,70-79
ENSG00000285159.1,0.21614739336671449,0.2524545266512919,0.20982156678603495,0.2404263383446605,0.2574096679840805
ENSG00000274601.1,0.0,0.013888888888888888,0.0,0.0,0.0
ENSG00000214558.4,0.23803993255804773,0.20755333857359132,0.18388839699326348,0.20064262051307882,0.36470319408379165
ENSG00000228013.1,0.06389028205406497,0.03783359641623332,0.04215194057822826,0.043892946135794156,0.03457322223192406
ENSG00000139343.11,0.24845440891524354,0.3184430110948559,0.2669034240473554,0.2532842775777922,0.2755964336191964
ENSG00000218410.1,0.003855799911832923,0.0,0.005512946719468353,0.009797039808665284,0.14285714285714285
ENSG00000262920.5,0.14569475704979098,0.15805925452125094,0.13321315928724983,0.14104106535712915,0.2126508392271609
ENSG00000214837.8,0.2955246853037663,0.2886356214310692,0.2502811483876832,0.2160900478007979,0.22951355569277895
ENSG00000252984.1,0.10419128139406697,0.0931369739112041,0.08079673704487028,0.0686720182707163,0.018247290295351073
ENSG00000183597.16,0.45522302634181966,0.4896149239803893,0.4265035547377055,0.40142342449116397,0.34514758476778973
ENSG00000269855.3,0.05812481376716372,0.02669802519536952,0.039749528325472155,0.042145224710372575,0.04383593490046812
ENSG00000248347.3,0.03357420510882882,0.10326392228366861,0.04103994828745762,0.053483278798206094,0.08024422079483393
ENSG00000231053.1,0.0,0.0,0.011647514479401754,0.010304803264996842,0.0
ENSG00000213901.11,0.1274722262151186,0.1495249705467552,0.13706185278761238,0.12420937522885916,0.08466979138516896
ENSG00000188312.14,0.17016172284448722,0.21066219173162104,0.19995242001134866,0.20622484382145603,0.22014731545187075
ENSG00000207157.1,0.0,0.0,0.011245298574341133,0.0,0.0
ENSG00000267658.1,0.13750237524775835,0.08725496346641534,0.11137975055079194,0.09687979856033879,0.11330996703805622
ENSG00000175470.20,0.17559674401047312,0.19181267014247985,0.206646393247709,0.19187836454556084,0.1927241833830262
ENSG00000276046.1,0.0,0.0,0.0,0.0,0.0
ENSG00000259002.2,0.07296053711622227,0.0808337405533897,0.05288778750747705,0.060498531906518306,0.06254861708835999
