,30-39,40-49,50-59,60-69,70-79
ENSG00000285159.1,0.01859682437139161,0.0716170132859789,0.056788650278497436,0.032835885930474824,0.04768581734180994
ENSG00000274601.1,0.0,0.0,0.0,0.0,0.0
ENSG00000214558.4,0.2000308480678222,0.16386736209481112,0.1384050196239901,0.15291891793173013,0.20306049124640713
ENSG00000228013.1,0.29856822580627634,0.2536209659443936,0.26149091039499184,0.2785429904026871,0.42048371689667424
ENSG00000139343.11,0.2602426518855069,0.3114019259074582,0.29847292537801,0.3018965244560438,0.27126140034923296
ENSG00000218410.1,0.0,0.007963781464245263,0.0,0.019793745305865633,0.0
ENSG00000262920.5,0.1486599778284756,0.1724393337180857,0.14032005240117357,0.1338848397350134,0.22636230467038843
ENSG00000214837.8,0.24202230805612487,0.2922855904146303,0.27985611275931316,0.23911006799469062,0.30827854853118924
ENSG00000252984.1,0.06612722488027722,0.04716690751117933,0.12465809418023986,0.12059254738442904,0.03790176887494789
ENSG00000183597.16,0.316058442046183,0.30538730040438306,0.2820988101986551,0.2617186166931147,0.21552661453702737
ENSG00000269855.3,0.014216941252519754,0.017443614138645896,0.012798636439670368,0.0334124527636149,0.014050516992569031
ENSG00000248347.3,0.033649883285192805,0.01747085593167508,0.020844785993467497,0.016408055165091067,0.0
ENSG00000231053.1,0.05555555555555555,0.020066692834454804,0.014085558581811927,0.0,0.0
ENSG00000213901.11,0.1288188795546604,0.12986974358851897,0.16191870936110306,0.14898603692383106,0.2552752953511768
ENSG00000188312.14,0.24222499533976402,0.31820629759428953,0.28856684486445666,0.2954025088015783,0.2189137531451263
ENSG00000207157.1,0.0,0.0,0.0,0.0,0.0
ENSG00000267658.1,0.1411243391243517,0.15410187167956432,0.13271077096159314,0.1362316644308984,0.12660461704096648
ENSG00000175470.20,0.358202645422773,0.33441921883874776,0.3746747213814228,0.3508748493231254,0.3356399064299924
ENSG00000276046.1,0.0,0.0,0.0,0.0,0.0
ENSG00000259002.2,0.03088557800702911,0.06600963199626657,0.060016677130241794,0.06693706528345787,0.158112371046125
ENSG00000234832.1,0.1398507545003581,0.13340161355723654,0.11977854722789634,0.10679476556872547,0.035140428883699906
ENSG00000183479.13,0.11142401080129592,0.12745166388537504,0.13610485212950837,0.12402697447537825,0.09254650645585634
ENSG00000104957.14,0.30710618548711893,0.35080490103748124,0.362866944684402,0.367085185680483,0.3650440200008993
ENSG00000099260.12,0.33105126274887736,0.3165142849391738,0.3053463691529762,0.31214767890704376,0.5105088965811909
ENSG00000243018.1,0.03898972771971438,0.07524371928821387,0.04551809992937411,0.05307476703192126,0.0
ENSG00000260495.1,0.34913246414261395,0.3035295593189633,0.2914707484664017,0.26373630349623106,0.3334620448210175
ENSG00000227484.1,0.036158162972366556,0.05609219911465859,0.0658071546283648,0.08852149257911869,0.0
ENSG00000285448.1,0.06266648879894823,0.0597958769220742,0.035558365438380236,0.025997077524045634,0.0733200939342913
ENSG00000288996.1,0.254623198753964,0.19427787916011466,0.20889390007209027,0.17274892366243425,0.1678486390077857
ENSG00000252373.1,0.0,0.0,0.010101010101010102,0.0,0.0
ENSG00000118004.18,0.09961480809018798,0.13310058254198906,0.1212446728169481,0.1272665220186629,0.0762325502877821
ENSG00000206948.1,0.0,0.0,0.0,0.0,0.0
ENSG00000226029.1,0.22645914510236054,0.2440106114790809,0.2191242662307371,0.2118865596017324,0.2657926275317362
ENSG00000266718.2,0.2096993327746209,0.22491009629248318,0.20081301027834186,0.2069409993722689,0.20069534266350816
ENSG00000087053.20,0.11773596580108332,0.16458359299360042,0.15939977140468248,0.1396939905372974,0.10893078054075733
ENSG00000218890.1,0.06082967933173723,0.0676416727496464,0.03470005977528545,0.06603291520836145,0.1817031554433415
ENSG00000222305.1,0.0,0.0,0.0,0.01989092577806897,0.0
ENSG00000234933.1,0.011483672741636206,0.019606205270023398,0.023653446178652487,0.025525487554619843,0.014869934073763575
ENSG00000166913.13,0.31705595758305183,0.37535741949666485,0.34680086418662937,0.2894251589150702,0.25329203665252253
ENSG00000228606.3,0.3486302439673088,0.36447611656426787,0.3411713201236275,0.28417576693881974,0.2861055579566371
ENSG00000280660.1,0.08723764735485966,0.1039427677937566,0.09443609410710394,0.1010876748474893,0.05614127704286307
ENSG00000230725.6,0.023117900647237788,0.04670099765748021,0.03871210252434484,0.04725169293169047,0.0445307819713148
ENSG00000287655.1,0.16807536866255912,0.22367872237508823,0.1934449843813965,0.16920186897543912,0.14411818347619917
ENSG00000143318.13,0.15653550353776882,0.17142674897664498,0.1563763738568672,0.17702443103854243,0.1485057471264368
