,30-39,40-49,50-59,60-69,70-79
ENSG00000285159.1,0.14285714285714285,0.03517099779862253,0.04793455650708589,0.03065729565035043,0.06805439614146994
ENSG00000274601.1,0.0,0.0,0.0,0.0,0.0
ENSG00000214558.4,0.3516383637401942,0.15785698101603846,0.09404541151043361,0.10895382259562224,0.09450676765551581
ENSG00000228013.1,0.042075869166980306,0.03498989585624454,0.04285460408250367,0.03407331524130533,0.07768624072386138
ENSG00000139343.11,0.5535547624752704,0.43491811721570667,0.4336685208468131,0.3867143404028039,0.39593302215442244
ENSG00000218410.1,0.0,0.0,0.0,0.007518796992481203,0.0
ENSG00000262920.5,0.29339219381338194,0.3214707778255264,0.20219277399163474,0.22725153211790186,0.27180067663088514
ENSG00000214837.8,0.310775694649918,0.29831788885187493,0.22527094709094334,0.2312100435611718,0.22791800665285886
ENSG00000252984.1,0.0,0.0,0.0,0.011396185857982192,0.05498225878027745
ENSG00000183597.16,0.7528047197347424,0.5504695734509939,0.4967894893543878,0.47132347277292036,0.47470915089425253
ENSG00000269855.3,0.18026607531031136,0.1839916087553396,0.21890006593142866,0.17645956281231703,0.16260404757114652
ENSG00000248347.3,0.16080781366386848,0.0810961842656728,0.0269314653358827,0.03870332577591968,0.06371394535903294
ENSG00000231053.1,0.0,0.0,0.03596103459305881,0.0049761064412039095,0.05734071544378902
ENSG00000213901.11,0.16746820703452728,0.11298795742242575,0.13084210257412707,0.11589323215064114,0.159832504695238
ENSG00000188312.14,0.4998119833967043,0.3817253997033821,0.3358400706843177,0.35336376539592096,0.3539109982306836
ENSG00000207157.1,0.0,0.0,0.0,0.0,0.0
ENSG00000267658.1,0.044821426973774184,0.04947046605593993,0.05552809986490235,0.04931869289941175,0.06740898802014833
ENSG00000175470.20,0.3485111567310733,0.28411912725934435,0.3084059339518252,0.27693459768438,0.3459179638930479
ENSG00000276046.1,0.0,0.0,0.0,0.0,0.0
ENSG00000259002.2,0.07244282018642467,0.11236808606742496,0.1216941724558856,0.1315234046599684,0.13298128909511492
ENSG00000234832.1,0.14130426291069695,0.11193003590821826,0.13096112785866795,0.11787739825988917,0.13523550912525184
ENSG00000183479.13,0.3179618677185817,0.28697734550219245,0.3685304088566694,0.3008214468778322,0.30883785222236515
ENSG00000104957.14,0.5969060377212846,0.539130638560602,0.5312266860734053,0.4988936622445884,0.5768719793167628
ENSG00000099260.12,0.39182114080875297,0.314901380659484,0.2841592623885512,0.30018736355721676,0.3683651313574893
ENSG00000243018.1,0.10259141884028976,0.24330764513634748,0.15557380181452052,0.1652015273489052,0.23109179352464923
ENSG00000260495.1,0.39239324014743326,0.39118844369631073,0.35895523530939366,0.3226791303283783,0.37757721276157835
ENSG00000227484.1,0.0875021962180125,0.10919962579011243,0.08732378471657092,0.10384650275589806,0.10843697035932277
ENSG00000285448.1,0.0,0.027054784699775916,0.02652882878957332,0.007027714677330809,0.0
ENSG00000288996.1,0.1671123360495865,0.14190668998660547,0.1406096105891995,0.12141496626151736,0.12489045011915052
ENSG00000252373.1,0.0,0.0,0.017743112246931605,0.019878181559688145,0.0
ENSG00000118004.18,0.3421660088469559,0.2497677839039873,0.2866994493859702,0.25053188746939375,0.3067939928135542
ENSG00000206948.1,0.0,0.0,0.0,0.0,0.0
ENSG00000226029.1,0.6592221713597958,0.588821441504396,0.4760452606159124,0.46263226856002887,0.5101686320627489
ENSG00000266718.2,0.4702448863426066,0.4053580438749304,0.3541954539187604,0.3610900041792991,0.3890394855871033
ENSG00000087053.20,0.6258961249319654,0.4321910032950397,0.3849712857497185,0.35520323291793376,0.36143200412462384
ENSG00000218890.1,0.08575689230495297,0.02987783094135292,0.05102937744660301,0.04800917107143025,0.04421733883332839
ENSG00000222305.1,0.0,0.0,0.0,0.02385063062714115,0.0
ENSG00000234933.1,0.07390090032502175,0.15550770607563363,0.10180571244402863,0.08901825520328546,0.16099886414483872
ENSG00000166913.13,0.7009670610026459,0.5273189005270122,0.5104258842846726,0.4482874735779587,0.4282911472502851
ENSG00000228606.3,0.5177179512584661,0.4087366326635639,0.3297613475175018,0.32494433058470873,0.3621974341584918
ENSG00000280660.1,0.37535624544664553,0.2313042602496232,0.20424328310864215,0.18081177949301785,0.26259142440435423
ENSG00000230725.6,0.2764881182258913,0.30636772636210635,0.22435420359983685,0.24416980352625028,0.2454423701535887
ENSG00000287655.1,0.20741779384128053,0.22583978814288327,0.2163288357226093,0.1938784079917935,0.2595911193413658
ENSG00000143318.13,0.4284948739581008,0.4829337904220876,0.4006973354310436,0.3950884239320308,0.3702075543786824
ENSG00000233716.1,0.34727553251853693,0.3039752000576743,0.22296538825123643,0.21413602959064554,0.284567084690796
ENSG00000289287.1,0.0,0.038461538461538464,0.01050657620959855,0.019121463244253796,0.0
ENSG00000011566.15,0.4868161150623381,0.3674994994943547,0.35126426076571493,0.3302844455956829,0.3999665998466152
ENSG00000199878.1,0.0,0.0,0.0,0.0,0.0
ENSG00000238962.1,0.0,0.0,0.0,0.0,0.0
ENSG00000244356.3,0.0,0.0,0.011363636363636364,0.0,0.0
ENSG00000187955.13,0.2203531922821226,0.1353134982144485,0.11094538634693653,0.11597281662448357,0.1385833228520551
ENSG00000270560.1,0.0,0.0,0.033503591014933644,0.011030829829212106,0.0
ENSG00000141449.16,0.3216717200284009,0.2529622106817725,0.17821946121083246,0.1812251278456222,0.20620020939070255
ENSG00000185803.12,0.6726493098763602,0.540689011288995,0.5044913470411756,0.47830999325467616,0.4767315049824528
ENSG00000242943.1,0.0,0.0,0.029405039984333328,0.0,0.0
ENSG00000226245.1,0.5061052202719113,0.43715647182225664,0.432871345444978,0.3916980887089729,0.4361215324132271
ENSG00000236049.1,0.0,0.0,0.0020172574396256603,0.011228388590638167,0.0
ENSG00000204758.8,0.4057767001305824,0.3672026978345041,0.3308234002930721,0.3281399731200351,0.3397377148950037
ENSG00000172216.6,0.06041367308559823,0.08066239873977522,0.08609267620081194,0.08242423113290963,0.1356335112730928
ENSG00000267145.1,0.10418989810777465,0.03255725228937068,0.0913901027460551,0.07125524418176454,0.18327340359578426
ENSG00000253644.2,0.0,0.0,0.0,0.007518796992481203,0.0
ENSG00000072501.19,0.6294495800217751,0.5014068263600746,0.4524204241975266,0.4217491306592115,0.41849501532211414
ENSG00000278438.1,0.0,0.0,0.0,0.0,0.0
ENSG00000196758.3,0.22203124876012728,0.06540448386807327,0.06470929087576315,0.0903764159607484,0.04695884019330112
ENSG00000205076.5,0.027531751602230696,0.09910409384335378,0.07931355578386863,0.0777449084855692,0.04662717631405113
ENSG00000232393.1,0.047533965890405865,0.023882085041021357,0.04553212835790812,0.030503212058640993,0.01192462625626708
ENSG00000279106.1,0.055648194655690035,0.09750925574274336,0.0998863727647412,0.09015317423897809,0.16483865054304953
ENSG00000276988.1,0.16955305018794192,0.13413845568657282,0.11163221824977411,0.1458153524615614,0.14486077805524775
ENSG00000167977.9,0.5450813401323399,0.4823589917398517,0.4299503991019406,0.41859298803191797,0.49180378507984795
ENSG00000273989.1,0.05234009970781108,0.05286601845075144,0.06014926210725589,0.06173198394896741,0.06879721784467235
ENSG00000243838.1,0.07504030690509896,0.08378422295485147,0.08299382743098527,0.07628165797798486,0.10095935226104844
ENSG00000236648.2,0.0,0.10438769772083178,0.09402522565398118,0.11468518769895172,0.11645145495641679
ENSG00000211623.2,0.0,0.0,0.0,0.0,0.0
ENSG00000077327.16,0.018636251041412786,0.012001946901212616,0.009118604145188546,0.008125590504210212,0.07373498812431005
ENSG00000230119.1,0.0,0.0,0.0,0.0,0.0
ENSG00000205184.2,0.19255604206280838,0.02996103293710763,0.04978249721490336,0.041959889024252905,0.07795555802558331
ENSG00000226533.1,0.013810208007792027,0.1657705636356577,0.1295943379671797,0.12813460986809838,0.12056023474988484
ENSG00000278588.2,0.01007216882078497,0.011226563276197326,0.030162123495238998,0.020529497370340172,0.007383936076429465
ENSG00000230704.1,0.0,0.0,0.04192705305936603,0.015069483170842706,0.0
ENSG00000254562.7,0.06728005933067581,0.021504361553436827,0.03007381570408825,0.026524526354822813,0.0
ENSG00000203620.2,0.08889391636763284,0.0674099822464508,0.05493278337615005,0.05143639510254972,0.10499999548043434
ENSG00000185839.3,0.3068199113830654,0.19968141124444358,0.18078926740021287,0.1787741947551608,0.1685175270183788
ENSG00000276405.1,0.08422480898101455,0.04322603499568097,0.06083850216709028,0.013285211042281312,0.08152332286149919
ENSG00000238249.2,0.20869134387236496,0.1281834672151166,0.0949038666481803,0.10233804968808012,0.06326425743754599
ENSG00000235066.7,0.049147074174093676,0.05240227458545022,0.04695248516112543,0.04782472768247093,0.06267573726215656
ENSG00000096968.14,0.4137936262010375,0.31367494611069113,0.27416382798848254,0.26671899201704624,0.3287295455992529
ENSG00000285177.1,0.03216077092401869,0.0499662132746576,0.06428495915539277,0.04470234304907888,0.05789168659201051
ENSG00000261260.2,0.22759130045660586,0.14158777949818613,0.09460256935911703,0.10298579850635929,0.15730900864319278
ENSG00000286855.1,0.4141364665033946,0.25219809176779756,0.25224482635199685,0.2700493755391672,0.2880266815471577
ENSG00000074657.14,0.6109898740935469,0.4630726586212617,0.3949876563300951,0.3704474593034996,0.3985066450238409
ENSG00000225499.1,0.09425461802948983,0.018074989748238183,0.021168162715396153,0.02035354011713022,0.028857138631287804
ENSG00000164086.10,0.3316566641915059,0.3472545002034736,0.3284880182469006,0.32441128695333393,0.43366508560955463
ENSG00000165457.15,0.08866776813347917,0.04135097868051118,0.035395964038495396,0.03611211310025621,0.10082483936942317
ENSG00000259237.2,0.0,0.03496937870256596,0.0038652081467720864,0.01766938254576174,0.04177679523422904
ENSG00000175018.13,0.079672781774855,0.06774827088454488,0.03842929268635171,0.05630190569341082,0.07709561502432732
ENSG00000198818.10,0.5548647070049328,0.4351867446806522,0.4125125748436884,0.38341302067052824,0.42899048698538633
ENSG00000232614.1,0.0,0.0,0.0,0.0,0.0
ENSG00000257075.1,0.08299558800496977,0.0,0.017593921968518424,0.005800092408412078,0.06292696384953943
ENSG00000231238.2,0.0,0.024301764098626277,0.008049359760499182,0.019990859506841135,0.02798578267976708
ENSG00000227434.2,0.0,0.0,0.0,0.0,0.0
ENSG00000242612.7,0.3821503995992881,0.39344830711742396,0.3874614977718205,0.35341215412801924,0.42559535343014454
ENSG00000276486.1,0.033476965128372005,0.02095696995750973,0.04652469182691905,0.02912668568017974,0.06483987441593338
ENSG00000271355.1,0.0,0.0,0.027779454295861494,0.0011123124836134649,0.07788594687591792
ENSG00000270381.1,0.0,0.006748246022848938,0.02265995714569675,0.010087973379349413,0.023551405169895043
ENSG00000236627.1,0.22221840123060113,0.13970356211246274,0.25121224298149597,0.22202276410489322,0.16710898151286963
ENSG00000255977.1,0.06511829294694121,0.05856935747439685,0.04829707442245061,0.05810976365620644,0.07267070581407523
ENSG00000270236.1,0.25539711899204565,0.08127829382783802,0.06582319762561538,0.07292066428015696,0.07257470775042449
ENSG00000227825.4,0.500989124432814,0.2608869801602618,0.21319609741085985,0.1988047399847902,0.1863803967701406
ENSG00000185264.12,0.0,0.13548170356686967,0.039006608067226466,0.0650911830939473,0.06140811333024557
ENSG00000265801.1,0.016038180038801253,0.07399918764261053,0.057739937554349724,0.025267490048307594,0.037667934020887375
ENSG00000234122.1,0.0,0.0,0.007399215906758804,0.020589267658674984,0.0
ENSG00000287959.1,0.12892098218561077,0.06222123907568218,0.0714526861988475,0.07248888125802018,0.12526238689608452
ENSG00000245059.2,0.09148804555211067,0.12393394346840395,0.13400029742534178,0.121434286322587,0.13914965112794828
ENSG00000139549.4,0.29127207195291316,0.23081501528694173,0.2104680576681436,0.23173633069181782,0.2141401031677799
ENSG00000153879.9,0.22443405368856228,0.1695269434695607,0.18519309620718455,0.16645265271726012,0.22305518589667184
ENSG00000128422.18,0.19363490593681892,0.20024729338729605,0.15963916442913875,0.14939689647344054,0.13103057501743168
ENSG00000232522.1,0.0,0.0,0.0,0.007518796992481203,0.0
ENSG00000185607.5,0.08753546200075445,0.1003273216704078,0.15721279126522594,0.11628623406674729,0.16519248093621405
ENSG00000238039.1,0.29319309500535123,0.37008146998184893,0.23458919506992781,0.2730182703719038,0.26072393218036544
ENSG00000278023.7,0.031012493658408056,0.039732057017300954,0.04903901309543333,0.03922485902825858,0.10656635683873036
ENSG00000223015.1,0.0,0.0,0.0,0.0,0.0
ENSG00000140365.16,0.6339954506734665,0.4971334966470598,0.4694149133982707,0.4284619426379406,0.4288067674325624
ENSG00000162771.8,0.07453256236219381,0.044400360418007205,0.050556871712292645,0.023721959624026682,0.01640909624452137
ENSG00000275390.1,0.1903070910541853,0.1649737713288528,0.14154499638062198,0.11717505517895561,0.08699172778635197
ENSG00000281100.1,0.5629464834574868,0.5159906468291264,0.444299931492189,0.45493769233024983,0.4203903066078125
ENSG00000253840.1,0.13722930523211982,0.0,0.011363636363636364,0.0,0.0
ENSG00000252108.1,0.0,0.0,0.0,0.0,0.0
ENSG00000260202.2,0.0,0.07291660206277638,0.022951741880630053,0.012171847016557762,0.0
ENSG00000196262.15,0.6326589406494236,0.5039340485899012,0.4842678179020815,0.42273312069442687,0.3938259585656405
ENSG00000276119.1,0.0,0.03504729042888718,0.03028942758918425,0.04201886035596134,0.0
ENSG00000277493.1,0.1154681073002547,0.07857445352966087,0.06689804071551474,0.07879182713320701,0.1074108063918143
ENSG00000205549.10,0.0,0.07872571131002828,0.0428283522958536,0.044426917340369125,0.0
ENSG00000266554.2,0.030957892199996638,0.07235791004867861,0.033957607381437264,0.03152986235843444,0.04395098539239149
ENSG00000281649.3,0.5186018837546095,0.4047881628077983,0.3377884384928059,0.31736350316516704,0.3515068762522032
ENSG00000189266.13,0.6962888209759072,0.49864647379593674,0.4846564041603381,0.43886762666114926,0.4334198198754643
ENSG00000206849.1,0.0,0.0,0.0,0.007518796992481203,0.0
ENSG00000207021.1,0.12755821490111768,0.14173515001684217,0.08569501650553946,0.07886809400629798,0.05020556354764427
ENSG00000253502.1,0.4664946039446255,0.28528765276427737,0.2935989486824744,0.30240269995437713,0.27637212941590705
ENSG00000243503.2,0.0,0.015464845208580722,0.046854389215105534,0.017391776112341027,0.02911152898645792
ENSG00000253134.1,0.0,0.0,0.0,0.0,0.0
ENSG00000088356.6,0.5300706278748205,0.424048937272273,0.43222709965896244,0.3890886189769635,0.3998991020961527
ENSG00000129968.17,0.5059471680640325,0.4804987125002873,0.4825790121709818,0.4502372817948979,0.4664613083673999
ENSG00000162601.11,0.5129805114232592,0.3730458627877228,0.32863830948518813,0.30452681412661436,0.33490913927214744
ENSG00000236690.2,0.0,0.0,0.0,0.0,0.0
ENSG00000272088.1,0.11048558089902627,0.04438158442864325,0.058804503013326535,0.05126405088351129,0.047687494553376904
ENSG00000138772.13,0.22871087964562273,0.3057883558108697,0.25746299864714556,0.2523336998261949,0.28927494706391693
ENSG00000214182.5,0.17139563777683461,0.15146947768454538,0.17789160296840587,0.17685508480951145,0.11941808955681311
ENSG00000268235.7,0.04785701488717314,0.040489422789810964,0.019660115638318085,0.027206864578585906,0.026297680899771074
ENSG00000228541.2,0.23168655962462564,0.12759840667282704,0.13047102301959265,0.17265940119176612,0.18605015801981167
ENSG00000188816.4,0.04068109541672697,0.08474944868389735,0.009340049684988215,0.032007540002219344,0.0318766371859113
ENSG00000251090.2,0.0,0.027712793421186304,0.014020490030476822,0.005712179966860324,0.0
ENSG00000225740.1,0.0,0.0,0.0,0.0,0.0
ENSG00000288734.1,0.12751263855641962,0.1612240748923388,0.09578633292657518,0.09631292732262216,0.0932376955663363
ENSG00000162073.14,0.6093224744252291,0.45470417116453454,0.417946953254766,0.3718030997453963,0.32468621932553204
ENSG00000240364.1,0.0,0.0,0.011363636363636364,0.0,0.0
ENSG00000285831.1,0.0,0.052142063139172974,0.018654427220178665,0.010101264722499892,0.034221579961464355
ENSG00000101311.16,0.30809523838239095,0.2418254239318909,0.20210679644702212,0.2385655687940633,0.2711919775692263
ENSG00000131482.10,0.03252591251545007,0.05461000742076528,0.04619694117855497,0.050647739137774844,0.04879878416750862
ENSG00000222514.1,0.0,0.0,0.0,0.0,0.0
