,30-39,40-49,50-59,60-69,70-79
ENSG00000285159.1,0.2013949465601927,0.20596213466646224,0.1673270893297658,0.21644363362714386,0.2043843144618987
ENSG00000274601.1,0.0,0.015210698211815742,0.00980392156862745,0.0,0.0
ENSG00000214558.4,0.08967209235008664,0.08319735416950134,0.09526876653704282,0.08007142330204348,0.09490211570952785
ENSG00000228013.1,0.28581296458533245,0.2649732675992738,0.22475203905467783,0.2134165608877283,0.18503731203314583
ENSG00000139343.11,0.3452190494809596,0.3471595455573376,0.356113939561286,0.38024728148615516,0.3527075185327527
ENSG00000218410.1,0.011351014426682349,0.02012644602161156,0.026231788527141035,0.03034428972298204,0.0223838824716349
ENSG00000262920.5,0.10602993997825985,0.10810834008299504,0.1452139990801053,0.07110246405959815,0.034250200860154074
ENSG00000214837.8,0.2749530918962379,0.2526634255682412,0.23686540251139243,0.2431979746729745,0.24091332084378855
ENSG00000252984.1,0.0,0.0,0.016239046184584455,0.011111111111111112,0.0
ENSG00000183597.16,0.39564847922096114,0.37288761110806184,0.3499701257479633,0.3493878627784232,0.37066834149310546
ENSG00000269855.3,0.144431413604285,0.17658609927730282,0.1713870057104549,0.15600058107930795,0.13398637392453466
ENSG00000248347.3,0.014432002423076237,0.016276019347747687,0.039927543522620436,0.04496352517999853,0.02067676875656992
ENSG00000231053.1,0.0305883276097633,0.01050800344814853,0.07474395984160807,0.037500092315645654,0.0
ENSG00000213901.11,0.3314851986025169,0.31581341721864503,0.3240975161425343,0.3208652739706397,0.43461222864873966
ENSG00000188312.14,0.4554064100668681,0.49333976853455314,0.481811596474213,0.5216303544704162,0.5352591793488137
ENSG00000207157.1,0.0,0.0,0.00980392156862745,0.0,0.0
ENSG00000267658.1,0.12421512323920245,0.1162384396596445,0.11336097455249941,0.1460757510593236,0.0678610383218718
ENSG00000175470.20,0.31403935930457183,0.3297987287971492,0.3517778425705627,0.30760626677381947,0.3785864568202579
ENSG00000276046.1,0.0,0.0,0.0,0.0,0.0
ENSG00000259002.2,0.10640780320759173,0.10832322153971215,0.07976765861464065,0.07034313550083136,0.0641773300126672
ENSG00000234832.1,0.2528225747775409,0.3033483458356677,0.27873614503535277,0.2765896777872826,0.3037416314740767
ENSG00000183479.13,0.3885638556673923,0.357216525077213,0.32548119181315804,0.322706629771913,0.29418390026408114
ENSG00000104957.14,0.44794752952348993,0.41844664677325744,0.42067432601526955,0.40047629699309434,0.4679293413460674
ENSG00000099260.12,0.10175779821461113,0.12815884129306274,0.12528633901211847,0.09139141956032365,0.08074911455770034
ENSG00000243018.1,0.026554590336866513,0.0,0.00980392156862745,0.01485213648679756,0.0
ENSG00000260495.1,0.38358619526072757,0.3889137361778058,0.39399349972399544,0.3858989052471893,0.4377461945410538
ENSG00000227484.1,0.23948228703867483,0.26750123153990746,0.23636114550493018,0.22322733678543227,0.2459161602971626
ENSG00000285448.1,0.12200928740448927,0.12921183642546802,0.14960746445405168,0.11982884468915468,0.0773974946120792
ENSG00000288996.1,0.3970237793792735,0.41399944359000507,0.3662942918646446,0.40774856135287096,0.38470782812112847
ENSG00000252373.1,0.04879757487443316,0.0,0.021465557222593974,0.011111111111111112,0.0
ENSG00000118004.18,0.07577894777657146,0.10077160453739407,0.09150844801616832,0.07432330125530223,0.12337552345290585
ENSG00000206948.1,0.0,0.0,0.0,0.0,0.125
ENSG00000226029.1,0.24101098022665304,0.20245501228350618,0.20287383928638963,0.19543038918364547,0.21946247450064243
ENSG00000266718.2,0.25912209359842997,0.22061116582633064,0.20925207907559684,0.20921936246330233,0.22527339425992376
ENSG00000087053.20,0.33788993336069867,0.3618358745498656,0.3804118843720656,0.3659297865394247,0.4012060261963224
ENSG00000218890.1,0.21738282897326322,0.1871109431789208,0.19465434898972941,0.17718284648617239,0.23512310579437148
ENSG00000222305.1,0.011828728098739702,0.03763629103021993,0.049179560596031124,0.043671763200839236,0.04831105216831852
ENSG00000234933.1,0.10026890180687204,0.10325165468213761,0.11680568139578107,0.11547903501843074,0.12794690462085306
ENSG00000166913.13,0.38735435636361987,0.33756007097318375,0.31360407259301876,0.3174541088857364,0.3080925909978834
ENSG00000228606.3,0.4511120573540384,0.41786288405551403,0.42301594365551004,0.41285975028773414,0.4495288136297328
ENSG00000280660.1,0.07567736419834276,0.06605378094853666,0.05923530357383868,0.05982677403169314,0.10716164671840063
ENSG00000230725.6,0.06612233193309876,0.060873323045822894,0.06935264301495093,0.06443266387308673,0.0565041154495993
ENSG00000287655.1,0.029425467846846295,0.04698732595672411,0.031088810140160624,0.03934506928538618,0.08874216335956128
ENSG00000143318.13,0.0729294484143679,0.059209843445428796,0.07534268238863744,0.06409868969078794,0.06890452886048368
ENSG00000233716.1,0.1789190013566292,0.15530563433304628,0.16178972826971638,0.15633410625916971,0.1202567936924515
ENSG00000289287.1,0.011626061139967508,0.023225344744738585,0.017240706318451687,0.026330762952962803,0.0
ENSG00000011566.15,0.33487342224479155,0.3403729164008729,0.38263007191160264,0.3478987890682461,0.45750587937032344
ENSG00000199878.1,0.0,0.0,0.0,0.0,0.0
ENSG00000238962.1,0.0,0.0,0.0,0.0,0.0
ENSG00000244356.3,0.03125,0.0,0.0,0.0,0.0
ENSG00000187955.13,0.10128990986042812,0.15169002202811127,0.10090516787086663,0.0733188742581738,0.08092483172134829
ENSG00000270560.1,0.04554502942317249,0.03174921120945654,0.014599112616938706,0.01954262269250815,0.0
ENSG00000141449.16,0.14821420681122757,0.1751659154460681,0.159025310832409,0.15055473934725427,0.23452036409027138
ENSG00000185803.12,0.44481417368371695,0.4384795447598909,0.45356816539637873,0.4718578155683314,0.5284595502456796
ENSG00000242943.1,0.0,0.0,0.00980392156862745,0.0,0.0
ENSG00000226245.1,0.2979819317944503,0.29343480017255197,0.29644751080213955,0.2922184721352067,0.363388484313633
ENSG00000236049.1,0.06766212952624386,0.003547060499326838,0.014285193543739718,0.004671300202214991,0.0010836492389838565
ENSG00000204758.8,0.30945980272619267,0.24093071250281192,0.2794165359926667,0.2783510494174534,0.35023747368640445
ENSG00000172216.6,0.19418765393924955,0.12617493716704284,0.1233530429652601,0.1290026755429095,0.10986364170744448
ENSG00000267145.1,0.03346560246149457,0.014665546125100893,0.03295606907470272,0.011111111111111112,0.0
ENSG00000253644.2,0.019619166143730857,0.0,0.010731340649476175,0.011111111111111112,0.0
ENSG00000072501.19,0.38859507878388283,0.45018406168146846,0.42354257127497713,0.4566737515552672,0.4351665849857558
ENSG00000278438.1,0.0,0.0,0.007981999076794713,0.017278236731804963,0.0
ENSG00000196758.3,0.07045481521277394,0.03685620020145603,0.03362740933350776,0.026934844837591034,0.05217521677203328
ENSG00000205076.5,0.06112979453409923,0.10686522188582885,0.0718441199466731,0.06518734442312075,0.10466307461315079
