,30-39,40-49,50-59,60-69,70-79
ENSG00000285159.1,0.0773796530214108,0.06793908608075583,0.07202059487136188,0.0634300403841297,0.0659034146811336
ENSG00000274601.1,0.0,0.0196078431372549,0.0,0.0,0.0
ENSG00000214558.4,0.25739318822493845,0.26018768519786883,0.2474679518834999,0.19526517211984834,0.28429954651305306
ENSG00000228013.1,0.3096343289398657,0.2808364455840547,0.306763048704034,0.2656799651579427,0.2528199990975136
ENSG00000139343.11,0.21250263627989813,0.19667392047894744,0.22444506078446347,0.22343866861024442,0.19816641100009197
ENSG00000218410.1,0.0,0.012532603066006284,0.009708737864077669,0.017483549685843085,0.0
ENSG00000262920.5,0.08183201435533342,0.08622639679936354,0.09844650532998526,0.10100222410762877,0.12014148371317365
ENSG00000214837.8,0.28988906239499324,0.28536871665190544,0.259700358094216,0.233615610073766,0.2220216542104418
ENSG00000252984.1,0.04023871929789988,0.061464741532580504,0.04076268963344114,0.05695669354260001,0.032471665916278966
ENSG00000183597.16,0.2868807724367945,0.25745388257313084,0.2751559026549252,0.2529269075938037,0.19319301263522978
ENSG00000269855.3,0.16350209124477189,0.08944650840987275,0.12553171691504428,0.10242822707549974,0.0
ENSG00000248347.3,0.06977755361149277,0.03166207494412853,0.0688131904463833,0.10569323397271627,0.18841546184190147
ENSG00000231053.1,0.0,0.0,0.0,0.026586899501006688,0.0
ENSG00000213901.11,0.1754831000716683,0.15279972093614233,0.1743791299513855,0.1702889976188282,0.20964452263506117
ENSG00000188312.14,0.24001278284381017,0.24628597497132323,0.28727647569972015,0.3241331926948336,0.2612096486224098
ENSG00000207157.1,0.0,0.0,0.009708737864077669,0.0,0.0
ENSG00000267658.1,0.21348103029713492,0.25362367101093275,0.233507617196177,0.18865836726315752,0.16822602917624782
ENSG00000175470.20,0.3329303711158351,0.29833007568756786,0.3414421573926783,0.34677516845885,0.30467786625558363
ENSG00000276046.1,0.0,0.0,0.0,0.0,0.0
ENSG00000259002.2,0.0818894218336009,0.03364005684931908,0.04799354959308643,0.06037280760512971,0.0
ENSG00000234832.1,0.11468153452908202,0.07644099753166371,0.11284806200553305,0.1319829988174688,0.1064021744709871
ENSG00000183479.13,0.15540383213298334,0.1426641585592628,0.15294130449614154,0.17845218796258064,0.15939672744577876
ENSG00000104957.14,0.14160312683193874,0.17678040469025522,0.21336818911821026,0.25537188495442487,0.15086319066275528
ENSG00000099260.12,0.42746714499730715,0.4241836551848562,0.40050622408547015,0.36705361383379015,0.4115751789171441
ENSG00000243018.1,0.15938046546420773,0.2190016625931664,0.19984784990786822,0.18699929671449378,0.17420301283562262
ENSG00000260495.1,0.11686251979291801,0.113641985718556,0.13338930856176745,0.11999412956747708,0.14491414173358444
ENSG00000227484.1,0.15667188105157248,0.14902814923052377,0.15717398157609255,0.16200166615716557,0.13737545927912903
ENSG00000285448.1,0.04480275586530851,0.05533599286386837,0.09365653533560715,0.06923187054513787,0.11536717214265654
ENSG00000288996.1,0.15407598965585836,0.13824140816063843,0.16254804671969697,0.14526569925292665,0.16171928727727414
ENSG00000252373.1,0.0,0.0,0.014960488043450283,0.0044623748744659405,0.0
ENSG00000118004.18,0.242148759413639,0.1861579908857884,0.19594543741445195,0.16618893168367616,0.162855961243058
ENSG00000206948.1,0.0,0.0,0.0,0.0,0.0
ENSG00000226029.1,0.19435204137985362,0.19498735592222127,0.2384003550140614,0.2532719978658675,0.24139434095662246
ENSG00000266718.2,0.271540641253096,0.2789009241772394,0.26555445391422805,0.22547691438191816,0.23828642812123774
ENSG00000087053.20,0.32375610854386705,0.2949265154913794,0.30898100229621683,0.27636471372832433,0.26694713048919877
ENSG00000218890.1,0.06573943747391518,0.07294261163618167,0.11661826740933791,0.12466376669295608,0.0835625166781939
ENSG00000222305.1,0.02629164101062065,0.012452419016604427,0.022926184059916272,0.01555745617876034,0.13730795227982473
ENSG00000234933.1,0.07006667859447785,0.06270430292029654,0.0614350465851543,0.07411919731670197,0.0
ENSG00000166913.13,0.5427282663062122,0.5226360794159666,0.5240098590763079,0.4554128634507147,0.46098061250738953
ENSG00000228606.3,0.48309882612840443,0.47520019311761974,0.43650121852760015,0.3703154019558672,0.3904725598541483
ENSG00000280660.1,0.04046279262706056,0.052018462761506866,0.03266346088856156,0.05279456031113581,0.013364354507087978
ENSG00000230725.6,0.07910132332468911,0.0963707139279704,0.09348444288839254,0.033077800953931785,0.038449464699864905
ENSG00000287655.1,0.18180711049634699,0.17230636203529545,0.18689377817952377,0.14790298046921588,0.1549695051511381
ENSG00000143318.13,0.0795568286014079,0.030647775562359415,0.04592977728756974,0.03398940600610727,0.014900263278147913
ENSG00000233716.1,0.062341925785746606,0.11059124910156799,0.09805033573952658,0.0933575432488485,0.03342521293172569
