,30-39,50-59,60-69
ENSG00000254562.7,0.0,0.0,0.5
ENSG00000203620.2,0.3745543398082124,0.08059918244406196,0.5
ENSG00000185839.3,0.9359230537806296,0.4426644357232343,0.3836551025814882
ENSG00000276405.1,0.2610313691249441,0.4914043699554912,0.0
ENSG00000238249.2,0.0,0.39638176104378336,0.28057213909162915
ENSG00000235066.7,0.9974718995526484,0.13592064208112478,0.11068192925078003
ENSG00000096968.14,0.6824875011906535,0.6736485776880072,0.10462608593709932
ENSG00000285177.1,0.6838244290206634,0.4837353142494354,0.04657941465317986
ENSG00000261260.2,0.5,0.24001329855250372,0.18124392614188534
ENSG00000286855.1,0.2525198561099833,0.3240496103248534,0.5439732294631323
ENSG00000074657.14,0.7288551805023972,0.5447608346326079,0.04253816902348084
ENSG00000225499.1,0.0,0.0,0.0
ENSG00000164086.10,0.6648044092735341,0.4753491732612124,0.17086032581367988
ENSG00000165457.15,0.18085121846284902,0.4576062112902453,0.22400991436386447
ENSG00000259237.2,0.5,0.0,0.0
ENSG00000175018.13,0.0,0.0,0.0
ENSG00000198818.10,0.8292530280983386,0.8832536494759641,0.17658859213264402
ENSG00000232614.1,0.0,0.0,0.0
ENSG00000257075.1,0.626690510449059,0.2447134679549806,0.036738134421498765
ENSG00000231238.2,0.0,0.0,0.0
ENSG00000227434.2,0.0,0.0,0.0
ENSG00000242612.7,0.24768130662356727,0.14198985038774634,0.6107189988286057
ENSG00000276486.1,0.5,0.0,0.0
ENSG00000271355.1,0.0,0.0,0.0
ENSG00000270381.1,0.0,0.0,0.0
ENSG00000236627.1,0.5,0.12662765617510785,0.2602307223053349
ENSG00000255977.1,0.0,0.25,0.3608545628074297
ENSG00000270236.1,0.0,0.0,0.5
ENSG00000227825.4,0.9136269818682825,0.4202588098550155,0.03887134912001192
ENSG00000185264.12,0.5,0.0,0.6460016187135988
ENSG00000265801.1,0.0,0.25,0.13126946886952406
ENSG00000234122.1,0.0,0.0,0.0
ENSG00000287959.1,0.0,0.25,0.16303272743257796
ENSG00000245059.2,0.26995371055572853,0.38829035270821316,0.5333391173873768
ENSG00000139549.4,0.6503261011718563,0.27963878394805264,0.0004966146337920971
ENSG00000153879.9,0.07880493950045109,0.4406979999377896,0.0023639926591807058
ENSG00000128422.18,0.3122411533232758,0.5566303289432172,0.12370612512978184
ENSG00000232522.1,0.0,0.0,0.0
ENSG00000185607.5,0.0,0.25,0.0
ENSG00000238039.1,0.6878713547709321,0.4394758201100626,0.0017091933163913891
ENSG00000278023.7,0.39942758178607984,0.3557717899408839,0.4294261198142172
ENSG00000223015.1,0.0,0.0,0.0
ENSG00000140365.16,0.8340305498226578,0.6879672998257473,0.43682724273020507
ENSG00000162771.8,0.5,0.0,0.0
